Name,dong
강호동치킨678,좌2동
모네의정원,연지동
새벽시장청과전문점,감전동
수정,서2동
만성당아구찜,영선2동
놀부부대찌개철판구이법조타운점,거제1동
이흥용과자점,우2동
솔내음,기장읍
엄마손분식,재송2동
블루빈,중1동
굽네치킨,광안2동
꽃촌보쌈,철마면
경주빵,우2동
막끌리네,청룡노포동
티라미슈베이커리,서대신3동
어제오늘푸짐한집,남항동
해연반점,일광면
백구당,중앙동
태양,연산4동
서면고기마을,부전1동
굽네치킨,우2동
대가영양탕,반여1동
미성왕만두,부전1동
오리고기전문점,부전2동
후발대,부전2동
풍년식당,구평동
한옥아구찜,남항동
청하,부평동
배달삼겹돼지되지,사직2동
영희비어,망미1동
대구횟집,초량2동
하동추어탕재첩국,암남동
함벽루,안락2동
내림찹쌀아구찜,반여2동
대가노래주점,광안3동
한양식당,남포동
대성장,기장읍
컴파스커피,하단2동
스코노롯데백화점서면점,부전2동
또래오래,동삼1동
아이브,모라1동
해안짜장면전문점,망미1동
닭잡는파로부산서구점,부민동
만우장,광안2동
구포횟집,구포1동
코코브루니,기장읍
삼성관,문현3동
동성장어꼼장어,충무동
남해금수횟집,남포동
가원,청룡노포동
엔제리너스가덕휴게소점,가덕도동
돈까스닷컴,모라1동
기륭반점,당리동
포항물횟집,민락동
황금어장,온천3동
마이김밥,사직2동
그리미,대연3동
삼천포생선상회,거제3동
남도,정관읍
구우스테이크미니펍,안락2동
해오름껍데기,충무동
선미식당,부암1동
돼지들의합창,남산동
본도시락,장전3동
화성족발,당감4동
요한의봄.여름.가을.겨울콩나물해장국,양정2동
쵸키앤쿠키,부전2동
명가떡집,당리동
고모집,봉래1동
창녕상회,남포동
푸닭꺼리,대저2동
부산오뎅,가야2동
파리하우스,양정1동
남해쭈꾸미와장어구이,당감4동
땅땅치킨호프신평점,신평2동
묵꼬가자,다대1동
푸짐한포항집,보수동
해물파전,신평2동
유성통닭,개금1동
재첩분식,대저1동
맛나분식점,남항동
세원피엔피,가야2동
아몬드치킨,온천2동
전주식당,부곡3동
미스터빅,덕천2동
훈춘양고기,초량3동
신촌설렁탕,일광면
라우포앤드야끼떼리아,장전2동
경주아구찜,반여2동
아이엠PC카페,가야2동
낙원떡집,반여2동
네네치킨,부곡3동
놀부부대찌개철판구이부산신도시2호점,좌2동
순,장전1동
짬뽕타임,장림1동
대평식당,남항동
다래,화명1동
7080세시봉라이브,연산4동
해운대초량밀면,우1동
두지식당,개금1동
뎐벼락막창집,구포2동
놀부옛날통닭,동대신2동
고봉민김밥인,감만1동
경북식당,반송2동
금발노래주점,서3동
기룡집,장안읍
잔칫집왕족발,우1동
부부만두바지락칼국수,구포2동
막끌리네,영선1동
만수식당,구포1동
티바두마리치킨,수정2동
사계절밀면,장림2동
호돌이초장집,일광면
더셰프,남천1동
배상원짬뽕,안락2동
바다회센타,모라1동
포항식당,충무동
롯데리아,청룡노포동
케익타운,초량3동
한양각,수민동
구어조은닭,동삼1동
대박분식,거제1동
정동진해돋이횟집,명장1동
용궁횟집,용당동
스톤스트릿,대청동
동래통닭,반여1동
맛나기사식당,동대신1동
싱싱회·랜치갈비,동삼1동
엔제리너스,문현4동
우인,감천2동
봉봉분식,아미동
면식가,정관읍
황포돗대,다대1동
만산참가자미회,덕천2동
봉추농원,청룡노포동
코끼리분식,우2동
원일커피숍,부민동
산청강마을어탕국수,온천1동
동그라미단란주점,초량2동
미스터치킨맨,보수동
송백장횟집,다대1동
MOOL,부전1동
스완,남산동
오륙도횟집,영선1동
LADIFE,녹산동
북경차이나,녹산동
스파라운지,중1동
덕인식당,동광동
팔팔송정활어센터,송정동
"이맛이야오리집,코코",용호3동
바다마을방갈로,기장읍
송미분식,전포1동
장원반점,신평1동
사진관옆국수집,화명2동
섬진강재첩국,영선1동
오스카호텔,부전2동
장수왕돈까스,대연3동
뉴스타,남포동
호암포차,광안4동
월드비어,괴정1동
페리카나부산덕천점,덕천1동
백운포횟집,용호2동
이화수전통육개장부산역점,초량1동
레드보틀,장전3동
함양통닭,청학1동
담은술,안락1동
신전떡볶이덕천점,덕천1동
파머스버거,광복동
보광숯불갈비,초읍동
신바람양분식,괘법동
칵투스레스토랑,사직1동
남경수산,장림2동
생생돈까스,거제3동
평화식당,부전2동
롯데리아,초량2동
흥아식당,서3동
통나무집노을,명지동
시빌리지,연산8동
미스족발,거제3동
다다믄충무김밥,반여2동
멕시카나양념치킨,덕천2동
가람횟집,장안읍
신세계뷰,중1동
장성향만두전문집,초량1동
국수집,기장읍
신호식당,녹산동
원조연산대구탕,연산4동
웰빙김밥,안락2동
부라보단란주점,부평동
영덕식당,연산3동
불로만숯불바베큐,개금1동
해장국붕어탕,반여3동
자유식당,동삼2동
한솥도시락부산대역앞점,부곡2동
아이파크,안락2동
남원추어탕,수정2동
오토라운지,부전2동
조방낙지,부암1동
오늘도커피볶는집,대연3동
인더레인,동대신2동
송풍중국관,대연1동
건양정홍삼삼계탕갈비탕대연,대연1동
성호추어탕,가락동
파스타바니타,화명3동
이디아커피,초량3동
수림횟집,명지동
솔밭소주방,용호1동
연산관,연산4동
북마니아,녹산동
로또노래주점,남항동
벽산반점,동삼1동
옥성반점,보수동
창우동,동대신3동
옹녀조개강쇠장어,서대신1동
영커피숍,괘법동
오케이캐쉬대부,부전1동
형제반점,기장읍
서울편의방,범일5동
미락,부암3동
나연,부곡2동
김명자굴국밥전문점,중앙동
맥도날드,부곡3동
페리카나신선점,신선동
편한집,남항동
성포충무할매김밥,부평동
은행나무집,선두구동
유정아구찜,다대1동
암소한마리,다대2동
처갓집양념치킨,다대1동
이정돈생오리,수민동
33숯불갈비2,엄궁동
다도해초밥,부전1동
불구이돈,초읍동
경주할매아구찜,반여2동
BlackBoy,반여2동
삼포생아구찜,서3동
유원상사,금사동
황제,동대신2동
오봉도시락,동광동
해변짚불곰장어,기장읍
신화정횟집,당리동
동해루,연산8동
노랑통닭,초량3동
신개금LGA파리바게뜨,개금3동
시마스시,우2동
산청식당,거제2동
크리스탈뷔페,거제1동
교촌치킨,연지동
로망스노래방,괴정1동
고성자연산횟집,만덕2동
울산식당,구포2동
정우장식당,다대1동
신동아식당,신평1동
환타지아,수정2동
남해청정횟집,부곡3동
봉자집양곱창,망미2동
행복주막행진,대연3동
어장군횟집,당감1동
동서촌막국수,서대신1동
원조밀양산곰장어,부전1동
원조소문난칼국수,온천1동
더피자스토리,수민동
거북횟집,일광면
싱싱시장활어도매,신평2동
고향맛맷돌순두부,초읍동
충무산곰장어,장전1동
일미루,좌천동
로얄,하단2동
반갑다친구야,화명3동
바다양푼이동태탕,장림1동
송정식당,철마면
비행기,전포2동
바우갈비,수민동
정가네밀면,대저2동
투다리양정점,양정1동
국민포차의집,부전2동
평창메밀막국수,반송2동
고향감자탕,다대2동
가얏골감자탕,대저1동
마산횟집,신평2동
진성횟집,거제3동
남천할매떡볶이,좌2동
배스킨라빈스31사상이마트점,괘법동
동대문엽기떡볶이부산정관신도시점,정관읍
BBQ치킨,반여2동
독대떡볶이,서3동
지오삼계탕,전포1동
동원당건당마당,부전1동
맥도날드구남DT점,구포2동
산수정,양정1동
청해일식전문점,광안3동
삽겹애막창,하단2동
중국관,부전1동
킹콩부대찌개부산남포동점,남포동
중화요리짬뽕전문점,금사동
조이커피전문점,감만1동
산내생고기촌,범천1동
OK유황오리,연산9동
가고파분식,우암동
벧엘식당,녹산동
피크호프,연산8동
眞사천닭발,반여3동
진영푸드피자헛,화명2동
논두렁,강동동
광림중국관,온천2동
CAFEDITO디토,우1동
궁도아구찜,재송1동
파라다이스,부곡3동
한우곰탕,명지동
산들가는길,구서2동
꿈꾸는빠띠쉐,반송1동
시골통돼지볶음,연산5동
대박생생오리,부전1동
너랑나랑생돼지갈비,남부민2동
강가네수제돈까스앤해물칼국수,광복동
생생돈까스,반여1동
거성떡마을,거제2동
돌담장횟집,기장읍
육화,대연5동
전가네매운갈비찜,동삼1동
김밥천국,송정동
떠오르는집,장림1동
맘스터치구포점,구포3동
봉마땅베이커리,괘법동
지코바양념치킨,대연1동
대광곱창1층5호,남포동
엄마손육고기뷔페,장림1동
논두렁,다대1동
김밥천국,문현1동
카페비,우2동
스타벅스,초량3동
사사야키,장전3동
대한복국돌판낙지볶음,송정동
훼미리치킨,감전동
서울횟집,부곡3동
장충동왕족발영도점,남항동
제페토,덕천1동
밥맛나는세상,좌4동
하동산곰장어,부전1동
서울뚝배기감자탕,부곡2동
워너비커피,광안4동
명품중화반점,기장읍
수정궁,보수동
준휘네뚱이불닭발,우1동
정관대구탕뽈찜,정관읍
7번가피자,재송2동
전취덕,감전동
무띠,남천2동
꼬치아찌,동삼2동
김오공애견카페,다대2동
리스베이커리,남산동
서산불낙지,장안읍
명궁반점,대연6동
엘리온카페,정관읍
진명가국밥,수영동
청도머꼬,범일1동
몽블랑제,반여1동
수림참숯한우육류,광안3동
암돼지갈비동영,온천1동
The,기장읍
뉴그랜드뷔페,연산5동
마파도해물찜,온천1동
스시코이,반송1동
소나무횟집,기장읍
일번지초밥,동광동
가마치통닭,연산9동
신사식탁,우2동
21세기출장부페,구서2동
삼영돌솥밥,부전1동
송포,남천1동
백두산,주례2동
경주집,남포동
장터돼지국밥감자탕,기장읍
이태리식당,우1동
남해멸치국수,연산9동
한울삼겹파티,가야2동
커피베이,만덕2동
소소횟집,부전1동
플란타,대연3동
유가네닭갈비,학장동
고집불통식빵사부,수정2동
모해나키친,안락1동
최가네,반송2동
바우네나주곰탕,남천1동
벨라파스타,광안2동
던킨도너츠센텀시티홈플러스점,우2동
핵스테이크부산,중앙동
진주갈비집,초량2동
즐겨찾기,동삼2동
소뿔생고기전문점,학장동
소울,중1동
술바다,장전3동
나들이커피숍,수민동
달리는꼬꼬,화명2동
대림참치,가야1동
강원도산골손칼국수,범천1동
우리보쌈,정관읍
해변횟집,일광면
만취,주례2동
노다지생아귀찜,하단2동
국가대표109무한리필,재송2동
식사를탐하다,온천3동
스타,다대1동
동해해물탕,온천3동
수영양곱창,연산5동
뉘앙스사주카페,장전2동
쉬리경양식,수정2동
볼원스낵,우2동
올라,서3동
해송횟집,문현1동
블루스카이,구포3동
문현곱창,녹산동
다래분식,부평동
비베레,구서1동
야구장맛집,사직2동
맛있는밥집,중앙동
남해원조장어구이,충무동
대원기사식당,금사동
제주많은뒷고기,기장읍
혼모루식당,중앙동
수제고르게도도,만덕3동
블랙화이트,모라1동
70년대소금구이,민락동
금사식육식당,서3동
참숯한우,망미2동
밥위에,부곡3동
만랩커피,기장읍
사발국수,정관읍
라공방,부민동
홍빠오,연산9동
홍춘천,부곡3동
토담돼지국밥,금사동
길국수,신평1동
롯데리아,초읍동
담다,우2동
불로만숯불바베큐반여점,반여2동
신창국밥,광복동
로마노피자,안락1동
caffe그루,서대신3동
제우스레스토랑,구포2동
난희네,서3동
소담떡,중1동
북창동순두부,반여1동
"껍s(껍데기,뒷고기전문점)",양정1동
명가소국밥,부곡3동
1979남포통닭,하단2동
흙마루감자탕,장안읍
근대골목단팥빵,우2동
프렌즈,하단1동
고봉민김밥인부산구덕,학장동
도도횟집,구서1동
조선칼국수,중1동
BBQ치킨,감전동
다소니,기장읍
모모스커피,부곡4동
탑베이커리,장림2동
엔제리너스부산청사포점,중2동
노송가든,기장읍
식탐,대연1동
삼봉가든,반송2동
M.I,양정1동
멕시카나자유체인점,덕포2동
들깨버섯칼국수,다대1동
빵굴레,만덕1동
오죽,장안읍
동원숯불갈비,개금3동
관가정,양정1동
JOFC1986국민식당,부곡3동
제일반점,덕천1동
투썸플레이스,재송1동
강가네손만두,우2동
대성수산해물,구서1동
두끼,부전2동
등나무집,모라1동
목화,초량2동
방아식당,대저2동
프레임,민락동
아일랜드아카디아,가덕도동
불오뎅,연산1동
서희네김밥,녹산동
동해수산,반여1동
엉클푸드랩,당감1동
복단,부전2동
무꼬가자,구서2동
버거리아,봉래2동
유림기사님식당,괴정1동
엠지,중앙동
커피트리니티,남천1동
영아떡방,민락동
밥맛나는세상,수민동
하얀여우코너주점,남포동
대패가1900,하단2동
버팔로라이브팜,구서2동
황제쟁반짜장동삼동점,동삼1동
가야밀면,부민동
배스킨라빈스31부산화명점,화명3동
바른손충무김밥,용호1동
비룡손짜장,장안읍
이태리포차쉐프리,연산9동
고구려짬뽕,대저2동
아영네밥집,녹산동
이공구에스티,전포1동
7080라이브,범일2동
비어101,용호1동
백천,초량3동
프로방스제과점,연지동
비케이식당,강동동
처갓집,반송2동
가오내횟집,영선1동
끝지할매칼국수,반송2동
사까에&가야,중1동
대패생각,구평동
밀한섬베이커리,대연6동
공항더치커피,대저2동
하나은행,용호2동
FARO,연산5동
정소주방,우1동
예성갈비,다대1동
포항횟집,용호1동
참치백화점,연산9동
블루레스토랑,다대2동
덕화원,수정2동
데일리팡,남항동
술마시고노래하는금탑,안락1동
삼성갈미,명지동
한우88양곱창,다대1동
꿀꿀이,구포3동
테마레스토랑,동삼1동
피자에땅,구포3동
에이원,구포1동
넥스시스템,대연3동
더팬스테이크하우스,부전2동
바다뚜껑여는집,신평2동
우리돈까스,광안4동
킹콩부대찌개,우2동
캐슬,초량1동
남도추어탕,주례1동
막장대소,용호1동
7080색소폰라이브,연산6동
맛나초장,문현1동
할매집,부전2동
소천생오리구이메기탕,수영동
가마솥소머리국밥,장림1동
수정각,수정5동
이대부자돼지국밥,충무동
대박칼국수,덕천1동
흑진주,일광면
달콤,반여1동
히나리분식,재송1동
LADIFE,화명1동
다솜베이커리,수영동
물고기자리,기장읍
거제도집,남포동
가시어멍김밥,명지동
루나스,녹산동
광안식당,광안2동
만나갈비탕,거제3동
백향,부암3동
갤럭시,남천2동
아이스크림연구소동대신,동대신2동
우야지막창,대연3동
가마솥추어탕,동삼1동
베리노제과점,모라1동
풍원장안동보리밥,기장읍
검정고무신,반여3동
녹슨드럼통,부전2동
다담기사식당,가덕도동
어게인바,대연3동
이래,광안4동
동큐치킨,학장동
CGV아시아드,거제2동
그랑프리,대연5동
두발식당,하단1동
하이,서3동
야들한쭈꾸미,용호2동
유식당,광안2동
돼지되지,개금1동
오가크레인,하단1동
삼육구식당,삼락동
생활맥주,부평동
우정칼국수,당리동
하늘단란주점,범일2동
삐뽀치킨,당리동
로타리다방,충무동
가메골손만두,명륜동
국민생아구찜개금점,개금1동
백양횟집,개금3동
리틀L.A,좌3동
멜린,전포1동
꽃누리,광안1동
고목뼈다귀,구서2동
대박숯불돼지갈비,당감1동
전원숯불갈비구서점,구서1동
처갓집양념치킨,명장2동
한성식당,영주1동
88다방,봉래2동
상계봉왕소금구이,만덕1동
로데오치킨,구포3동
수성수산장어구이조개구이,녹산동
느린토끼,일광면
애니타임,문현1동
화지회관한우식육식당,양정1동
이어도,정관읍
비턴,녹산동
아이하트브릭앤아트,재송1동
그집갈비탕,양정1동
해운대후라이,우2동
핸드케이크,안락1동
기억의습작,대연1동
승진낙지전문점,반여1동
서지멀영양탕삼계탕전문점,장림1동
청솔가든,청룡노포동
호동이숯불촌,초읍동
한잔포차,명장1동
꾸냥만두,괴정1동
내가즐거운해운대살롱,우1동
피자연합,우2동
우리막창구이,명륜동
명문각,대연5동
개금통닭,개금1동
다온수산,구평동
대가,철마면
가배도피오,아미동
라떼떼,명장1동
컴포즈커피,기장읍
플러스원,대연3동
우리식당,수민동
마당집,동삼1동
진다방,괴정3동
수련삼계탕,녹산동
일오삼해물아구찜,녹산동
돌고래횟집,다대1동
애드파스,문현4동
충무회초장,덕포1동
탐앤탐스,장전2동
주문진막국수,하단1동
오늘의커피,재송1동
가메골손왕만두,괘법동
개화루,전포2동
한식연구소코랩,부전2동
비바체스텐드,화명3동
이브,동광동
서울깍두기,장안읍
영희네분식,개금1동
카모메,우2동
새송도복국,충무동
만화카페심심푸리,당리동
원조소금구이,연산4동
화명코아활어회센터,화명3동
BHC치킨,부암3동
60계치킨,용호3동
촌닭92,민락동
별천지노래주점,화명3동
라이브7080,덕천1동
프루타,복산동
카페연,연산2동
히트노래주점,초량1동
손규미왕김밥,남천1동
오삼분식,안락1동
소정한정식,장전3동
봉평메밀막국수,반여1동
수원지,양정2동
놀부부대찌게,우2동
게이트하우스,좌2동
동해해물찜,정관읍
미호,송정동
달콤,서대신4동
꼭지,신평2동
털보식당,다대1동
목장집,금성동
미가추어탕,암남동
우리식당,부곡4동
부촌갈비,망미1동
도원초밥,감전동
다리원,광안1동
가야밀면,청학2동
신선식당,범일2동
유가네닭갈비,주례2동
송군네돈까스,장전2동
청사포휴게소,중2동
지코바양념치킨수비점,우2동
해돋이,서3동
두부가,연산6동
손들아,덕천2동
철판떡볶이정거장,가야1동
화끈한해물찜,장림2동
토속보리밥,반여3동
할매손충무김밥,문현3동
몽블랑제과점,대저2동
웰빙콩나물국밥,동대신3동
산복제과,수정2동
하단보리밥,하단1동
꼬지와친구들,녹산동
봉계농장,구서2동
남부식당,대연1동
윤회횟집,민락동
이화양곱창,부평동
홈플러스,문현1동
1500냥칼국수,반송1동
아미슈과자점,광안2동
피자스쿨,부곡3동
강정이기가막혀,우1동
도원보쌈,다대2동
캣츠,서3동
청하복국,충무동
머꼬지분식,기장읍
던킨도너츠서면역점,부전2동
